name,latitude,longitude,bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,us_l3name,grtgroup,soil pH in H20,soil organic carbon,soil sand,soil clay,soil bulk density,elevation,slope,aspect,gHM,NDVI,EVI,NBRT,greenness,landcover,impervious,percent_tree_cover,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12
BP_DB1,34.108287,-118.246896,18.3,12.1,54.0,35.65,29.9,7.6,22.3,14.4,22.5,23.2,14.0,393.0,89.0,0.0,100.0,250.0,5.0,13.0,228.0,Southern California/Northern Baja Coast,289.0,7.5,0.4,45.0,24.0,14.1,109.3302993774414,2.4338163213304798,215.55813085514887,0.936476469039917,0.14240321516990662,0.13541363616290747,0.9496473506830356,0.16716276109218597,23.0,41.0,1.0,0.16769999265670776,0.16259999573230743,0.15815000236034393,0.16814999282360077,0.1754000037908554,0.2040500044822693,0.21389999985694885,0.2076999992132187,0.2249000072479248,0.07479999959468842,0.00139999995008111,0.22104999423027039,0.1882999986410141
BP_DB2,34.108325,-118.246582,18.3,12.1,54.0,35.65,29.9,7.6,22.3,14.4,22.5,23.2,14.0,393.0,89.0,0.0,100.0,250.0,5.0,13.0,228.0,Southern California/Northern Baja Coast,289.0,7.5,0.4,45.0,24.0,14.1,109.3302993774414,2.6979855419732646,215.55813085514887,0.936476469039917,0.14240321516990662,0.14147367832663982,0.9476349455991769,0.16325749456882477,23.0,41.0,1.0,0.17354999482631683,0.16259999573230743,0.15815000236034393,0.16814999282360077,0.1754000037908554,0.2040500044822693,0.21389999985694885,0.2076999992132187,0.2249000072479248,0.08030000329017639,0.001449999981559813,0.22104999423027039,0.1882999986410141
BP_PN1,34.108258,-118.247003,18.3,12.1,54.0,35.65,29.9,7.6,22.3,14.4,22.5,23.2,14.0,393.0,89.0,0.0,100.0,250.0,5.0,13.0,228.0,Southern California/Northern Baja Coast,289.0,7.5,0.4,45.0,24.0,14.1,109.3302993774414,1.97458510569237,215.55813085514887,0.936476469039917,0.14240321516990662,0.13541363616290747,0.9496473506830356,0.16716276109218597,23.0,41.0,1.0,0.16769999265670776,0.16259999573230743,0.15815000236034393,0.16814999282360077,0.1754000037908554,0.2040500044822693,0.21389999985694885,0.2076999992132187,0.2249000072479248,0.07479999959468842,0.00139999995008111,0.22104999423027039,0.1882999986410141
BP_PN2,34.108016,-118.246261,18.3,12.1,54.0,35.65,29.9,7.6,22.3,14.4,22.5,23.2,14.0,393.0,89.0,0.0,100.0,250.0,5.0,13.0,228.0,Southern California/Northern Baja Coast,289.0,7.5,0.4,45.0,24.0,14.1,109.3302993774414,2.6979855419732646,215.55813085514887,0.9460710287094116,0.14240321516990662,0.13541363616290747,0.9476349455991769,0.16325749456882477,23.0,53.0,2.0,0.17354999482631683,0.133200004696846,0.12205000221729279,0.12039999663829803,0.13455000519752502,0.16120000183582306,0.17775000631809235,0.17284999787807465,0.18805000185966492,0.08030000329017639,0.001449999981559813,0.17010000348091125,0.13635000586509705
K0557_B2,34.108021,-118.246149,18.3,12.1,54.0,35.65,29.9,7.6,22.3,14.4,22.5,23.2,14.0,393.0,89.0,0.0,100.0,250.0,5.0,13.0,228.0,Southern California/Northern Baja Coast,289.0,7.6,0.4,46.0,24.0,14.2,109.3302993774414,2.6979855419732646,215.55813085514887,0.9460710287094116,0.14240321516990662,0.13541363616290747,0.9476349455991769,0.16325749456882477,23.0,53.0,2.0,0.17354999482631683,0.133200004696846,0.12205000221729279,0.12039999663829803,0.13455000519752502,0.16120000183582306,0.17775000631809235,0.17284999787807465,0.18805000185966492,0.08030000329017639,0.001449999981559813,0.17010000348091125,0.13635000586509705
K0560_G5,34.108284,-118.246788,18.3,12.1,54.0,35.65,29.9,7.6,22.3,14.4,22.5,23.2,14.0,393.0,89.0,0.0,100.0,250.0,5.0,13.0,228.0,Southern California/Northern Baja Coast,289.0,7.5,0.4,45.0,24.0,14.1,109.3302993774414,2.6979855419732646,215.55813085514887,0.936476469039917,0.14240321516990662,0.14147367832663982,0.9496473506830356,0.16716276109218597,23.0,41.0,1.0,0.16769999265670776,0.16259999573230743,0.15815000236034393,0.16814999282360077,0.1754000037908554,0.2040500044822693,0.21389999985694885,0.2076999992132187,0.2249000072479248,0.07479999959468842,0.00139999995008111,0.22104999423027039,0.1882999986410141
K0782_E4,34.10835,-118.247017,18.3,12.1,54.0,35.65,29.9,7.6,22.3,14.4,22.5,23.2,14.0,393.0,89.0,0.0,100.0,250.0,5.0,13.0,228.0,Southern California/Northern Baja Coast,289.0,7.5,0.4,45.0,24.0,14.1,109.3302993774414,1.97458510569237,218.00554454384786,0.936476469039917,0.14240321516990662,0.13541363616290747,0.9496473506830356,0.16716276109218597,23.0,41.0,1.0,0.16769999265670776,0.16259999573230743,0.15815000236034393,0.16814999282360077,0.1754000037908554,0.2040500044822693,0.21389999985694885,0.2076999992132187,0.2249000072479248,0.07479999959468842,0.00139999995008111,0.22104999423027039,0.1882999986410141
K0782_T9,34.108214,-118.24685,18.3,12.1,54.0,35.65,29.9,7.6,22.3,14.4,22.5,23.2,14.0,393.0,89.0,0.0,100.0,250.0,5.0,13.0,228.0,Southern California/Northern Baja Coast,289.0,7.5,0.4,45.0,24.0,14.1,109.3302993774414,2.6979855419732646,215.55813085514887,0.936476469039917,0.14240321516990662,0.13541363616290747,0.9496473506830356,0.16716276109218597,23.0,41.0,1.0,0.16769999265670776,0.16259999573230743,0.15815000236034393,0.16814999282360077,0.1754000037908554,0.2040500044822693,0.21389999985694885,0.2076999992132187,0.2249000072479248,0.07479999959468842,0.00139999995008111,0.22104999423027039,0.1882999986410141
K0783_C3,34.108336,-118.246992,18.3,12.1,54.0,35.65,29.9,7.6,22.3,14.4,22.5,23.2,14.0,393.0,89.0,0.0,100.0,250.0,5.0,13.0,228.0,Southern California/Northern Baja Coast,289.0,7.5,0.4,45.0,24.0,14.1,109.3302993774414,1.97458510569237,218.00554454384786,0.936476469039917,0.14240321516990662,0.13541363616290747,0.9496473506830356,0.16716276109218597,23.0,41.0,1.0,0.16769999265670776,0.16259999573230743,0.15815000236034393,0.16814999282360077,0.1754000037908554,0.2040500044822693,0.21389999985694885,0.2076999992132187,0.2249000072479248,0.07479999959468842,0.00139999995008111,0.22104999423027039,0.1882999986410141
K0787_K6,34.108292,-118.246852,18.3,12.1,54.0,35.65,29.9,7.6,22.3,14.4,22.5,23.2,14.0,393.0,89.0,0.0,100.0,250.0,5.0,13.0,228.0,Southern California/Northern Baja Coast,289.0,7.5,0.4,45.0,24.0,14.1,109.3302993774414,2.4338163213304798,215.55813085514887,0.936476469039917,0.14240321516990662,0.13541363616290747,0.9496473506830356,0.16716276109218597,23.0,41.0,1.0,0.16769999265670776,0.16259999573230743,0.15815000236034393,0.16814999282360077,0.1754000037908554,0.2040500044822693,0.21389999985694885,0.2076999992132187,0.2249000072479248,0.07479999959468842,0.00139999995008111,0.22104999423027039,0.1882999986410141
K0788_K6,34.108058,-118.246139,18.3,12.1,54.0,35.65,29.9,7.6,22.3,14.4,22.5,23.2,14.0,393.0,89.0,0.0,100.0,250.0,5.0,13.0,228.0,Southern California/Northern Baja Coast,289.0,7.6,0.4,46.0,24.0,14.2,109.3302993774414,2.6979855419732646,215.55813085514887,0.9460710287094116,0.13794046640396118,0.13200947370385308,0.9476349455991769,0.1517089158296585,23.0,53.0,2.0,0.17354999482631683,0.133200004696846,0.12205000221729279,0.12039999663829803,0.13455000519752502,0.16120000183582306,0.17775000631809235,0.17284999787807465,0.18805000185966492,0.08030000329017639,0.001449999981559813,0.17010000348091125,0.13635000586509705
K0790_M8,34.107828,-118.245875,18.3,12.1,54.0,35.65,29.9,7.6,22.3,14.4,22.5,23.2,14.0,393.0,89.0,0.0,100.0,250.0,5.0,13.0,228.0,Southern California/Northern Baja Coast,289.0,7.6,0.4,46.0,24.0,14.2,109.3302993774414,2.8265248344388714,204.45738429021094,0.9460710287094116,0.13794046640396118,0.14352938950154667,0.9476349455991769,0.15078496932983398,23.0,53.0,3.0,0.17354999482631683,0.133200004696846,0.12205000221729279,0.12039999663829803,0.13455000519752502,0.16120000183582306,0.17775000631809235,0.17284999787807465,0.18805000185966492,0.08030000329017639,0.001449999981559813,0.17010000348091125,0.13635000586509705
BC_DB1,34.181165,-118.497738,17.4,12.7,54.0,38.49,29.7,6.3,23.4,13.2,22.0,22.7,12.9,408.0,87.0,0.0,93.0,239.0,5.0,11.0,227.0,Southern California/Northern Baja Coast,289.0,7.6,0.4,39.0,26.0,15.1,216.6177520751953,0.5613613775698955,220.54424149588738,0.7681493163108826,0.3849087059497833,0.3350213300111145,0.9693156385589363,0.474967360496521,71.0,0.0,5.0,0.13680000603199005,0.1075500026345253,0.09070000052452087,0.08269999921321869,0.10625000298023224,0.16859999299049377,0.1964000016450882,0.20020000636577606,0.2203499972820282,0.0908999964594841,0.00139999995008111,0.15629999339580536,0.09839999675750732
BC_DB2,34.181819,-118.497786,17.4,12.7,54.0,38.49,29.7,6.3,23.4,13.2,22.0,22.7,12.9,408.0,87.0,0.0,93.0,239.0,5.0,11.0,227.0,Southern California/Northern Baja Coast,289.0,7.8,0.4,40.0,26.0,15.1,216.8607177734375,0.5608581084703268,220.54424149588738,0.7681493163108826,0.3168308734893799,0.3087612354400522,0.9601384245484803,0.4337199628353119,71.0,0.0,6.0,0.13680000603199005,0.10750000178813934,0.09070000052452087,0.08269999921321869,0.10644999891519547,0.16859999299049377,0.1964000016450882,0.20155000686645508,0.2204499989748001,0.0908999964594841,0.001550000044517219,0.15629999339580536,0.0986500009894371
BC_PN1,34.181552,-118.497781,17.4,12.7,54.0,38.49,29.7,6.3,23.4,13.2,22.0,22.7,12.9,408.0,87.0,0.0,93.0,239.0,5.0,11.0,227.0,Southern California/Northern Baja Coast,289.0,7.8,0.4,40.0,26.0,15.1,216.68756103515625,0.5608581084703268,220.54424149588738,0.7681493163108826,0.3471622169017792,0.3350213300111145,0.9626886423368012,0.474967360496521,71.0,0.0,6.0,0.13680000603199005,0.10750000178813934,0.09070000052452087,0.08269999921321869,0.10644999891519547,0.16859999299049377,0.1964000016450882,0.20155000686645508,0.2204499989748001,0.0908999964594841,0.001550000044517219,0.15629999339580536,0.0986500009894371
BC_PN2,34.181996,-118.497805,17.4,12.7,54.0,38.49,29.7,6.3,23.4,13.2,22.0,22.7,12.9,408.0,87.0,0.0,93.0,239.0,5.0,11.0,227.0,Southern California/Northern Baja Coast,289.0,7.8,0.4,40.0,26.0,15.0,216.8607177734375,0.47536262034561055,244.5069667992304,0.7681493163108826,0.3168308734893799,0.3087612354400522,0.9601384245484803,0.5226544737815857,21.0,0.0,6.0,0.13680000603199005,0.10750000178813934,0.09070000052452087,0.08269999921321869,0.10644999891519547,0.16859999299049377,0.1964000016450882,0.20155000686645508,0.2204499989748001,0.0908999964594841,0.001550000044517219,0.15629999339580536,0.0986500009894371
K0553_E4,34.181228,-118.497739,17.4,12.7,54.0,38.49,29.7,6.3,23.4,13.2,22.0,22.7,12.9,408.0,87.0,0.0,93.0,239.0,5.0,11.0,227.0,Southern California/Northern Baja Coast,289.0,7.6,0.4,39.0,26.0,15.1,216.6177520751953,0.5613613775698955,220.54424149588738,0.7681493163108826,0.3849087059497833,0.3350213300111145,0.9693156385589363,0.474967360496521,71.0,0.0,5.0,0.13680000603199005,0.1075500026345253,0.09070000052452087,0.08269999921321869,0.10625000298023224,0.16859999299049377,0.1964000016450882,0.20020000636577606,0.2203499972820282,0.0908999964594841,0.00139999995008111,0.15629999339580536,0.09839999675750732
K0553_G5,34.181618,-118.49782,17.4,12.7,54.0,38.49,29.7,6.3,23.4,13.2,22.0,22.7,12.9,408.0,87.0,0.0,93.0,239.0,5.0,11.0,227.0,Southern California/Northern Baja Coast,289.0,7.8,0.4,40.0,26.0,15.1,216.68756103515625,0.5608581084703268,220.54424149588738,0.7681493163108826,0.3168308734893799,0.3350213300111145,0.9601384245484803,0.474967360496521,71.0,0.0,6.0,0.13680000603199005,0.10750000178813934,0.09070000052452087,0.08269999921321869,0.10644999891519547,0.16859999299049377,0.1964000016450882,0.20155000686645508,0.2204499989748001,0.0908999964594841,0.001550000044517219,0.15629999339580536,0.0986500009894371
K0553_L7,34.181143,-118.497724,17.4,12.7,54.0,38.49,29.7,6.3,23.4,13.2,22.0,22.7,12.9,408.0,87.0,0.0,93.0,239.0,5.0,11.0,227.0,Southern California/Northern Baja Coast,289.0,7.6,0.4,39.0,26.0,15.1,216.6177520751953,0.5613613775698955,220.54424149588738,0.7681493163108826,0.3849087059497833,0.3350213300111145,0.9693156385589363,0.474967360496521,71.0,0.0,5.0,0.13680000603199005,0.1075500026345253,0.09070000052452087,0.08269999921321869,0.10625000298023224,0.16859999299049377,0.1964000016450882,0.20020000636577606,0.2203499972820282,0.0908999964594841,0.00139999995008111,0.15629999339580536,0.09839999675750732
K0553_M8,34.1815,-118.497809,17.4,12.7,54.0,38.49,29.7,6.3,23.4,13.2,22.0,22.7,12.9,408.0,87.0,0.0,93.0,239.0,5.0,11.0,227.0,Southern California/Northern Baja Coast,289.0,7.8,0.4,40.0,26.0,15.1,216.68756103515625,0.5608581084703268,220.54424149588738,0.7681493163108826,0.3471622169017792,0.3350213300111145,0.9626886423368012,0.474967360496521,71.0,0.0,6.0,0.13680000603199005,0.10750000178813934,0.09070000052452087,0.08269999921321869,0.10644999891519547,0.16859999299049377,0.1964000016450882,0.20155000686645508,0.2204499989748001,0.0908999964594841,0.001550000044517219,0.15629999339580536,0.0986500009894371
K0556_C3,34.181979,-118.497875,17.4,12.7,54.0,38.49,29.7,6.3,23.4,13.2,22.0,22.7,12.9,408.0,87.0,0.0,93.0,239.0,5.0,11.0,227.0,Southern California/Northern Baja Coast,289.0,7.8,0.4,40.0,26.0,15.05,216.8607177734375,0.47536262034561055,220.54424149588738,0.7681493163108826,0.3168308734893799,0.3350213300111145,0.9601384245484803,0.5226544737815857,71.0,0.0,6.0,0.13680000603199005,0.10750000178813934,0.09070000052452087,0.08269999921321869,0.10644999891519547,0.16859999299049377,0.1964000016450882,0.20155000686645508,0.2204499989748001,0.0908999964594841,0.001550000044517219,0.15629999339580536,0.0986500009894371
K0556_E4,34.181746,-118.497795,17.4,12.7,54.0,38.49,29.7,6.3,23.4,13.2,22.0,22.7,12.9,408.0,87.0,0.0,93.0,239.0,5.0,11.0,227.0,Southern California/Northern Baja Coast,289.0,7.8,0.4,40.0,26.0,15.1,216.68756103515625,0.5608581084703268,220.54424149588738,0.7681493163108826,0.3168308734893799,0.3087612354400522,0.9601384245484803,0.4337199628353119,71.0,0.0,6.0,0.13680000603199005,0.10750000178813934,0.09070000052452087,0.08269999921321869,0.10644999891519547,0.16859999299049377,0.1964000016450882,0.20155000686645508,0.2204499989748001,0.0908999964594841,0.001550000044517219,0.15629999339580536,0.0986500009894371
K0556_G5,34.181548,-118.497815,17.4,12.7,54.0,38.49,29.7,6.3,23.4,13.2,22.0,22.7,12.9,408.0,87.0,0.0,93.0,239.0,5.0,11.0,227.0,Southern California/Northern Baja Coast,289.0,7.8,0.4,40.0,26.0,15.1,216.68756103515625,0.5608581084703268,220.54424149588738,0.7681493163108826,0.3471622169017792,0.3350213300111145,0.9626886423368012,0.474967360496521,71.0,0.0,6.0,0.13680000603199005,0.10750000178813934,0.09070000052452087,0.08269999921321869,0.10644999891519547,0.16859999299049377,0.1964000016450882,0.20155000686645508,0.2204499989748001,0.0908999964594841,0.001550000044517219,0.15629999339580536,0.0986500009894371
K0556_T9,34.182068,-118.497798,17.4,12.7,54.0,38.49,29.7,6.3,23.4,13.2,22.0,22.7,12.9,408.0,87.0,0.0,93.0,239.0,5.0,11.0,227.0,Southern California/Northern Baja Coast,289.0,7.8,0.4,40.0,26.0,15.0,216.8607177734375,0.47536262034561055,244.5069667992304,0.7681493163108826,0.3168308734893799,0.3350213300111145,0.9601384245484803,0.5226544737815857,21.0,0.0,6.0,0.13680000603199005,0.10750000178813934,0.09070000052452087,0.08269999921321869,0.10644999891519547,0.16859999299049377,0.1964000016450882,0.20155000686645508,0.2204499989748001,0.0908999964594841,0.001550000044517219,0.15629999339580536,0.0986500009894371
CC_DB1,33.843584,-118.206087,17.9,10.9,53.0,33.17,28.3,7.8,20.5,14.3,21.7,22.4,13.9,322.0,72.0,0.0,98.0,195.0,3.0,8.0,188.0,Southern California/Northern Baja Coast,289.0,7.7,0.4,37.0,31.0,14.9,13.82365608215332,1.2435160276223307,167.79109823406958,0.8838689923286438,0.17403315007686615,0.1612135046202049,0.9598263922818884,0.26751479506492615,24.0,75.0,4.0,0.16394999623298645,0.14894999563694,0.1358499974012375,0.13529999554157257,0.14550000429153442,0.17710000276565552,0.19085000455379486,0.18504999577999115,0.19949999451637268,0.06615000218153,0.00139999995008111,0.18330000340938568,0.14855000376701355
CC_DB2,33.84359,-118.206074,17.9,10.9,53.0,33.17,28.3,7.8,20.5,14.3,21.7,22.4,13.9,322.0,72.0,0.0,98.0,195.0,3.0,8.0,188.0,Southern California/Northern Baja Coast,289.0,7.7,0.4,37.0,31.0,14.9,13.82365608215332,1.2435160276223307,167.79109823406958,0.8838689923286438,0.17403315007686615,0.1612135046202049,0.9598263922818884,0.26751479506492615,24.0,75.0,4.0,0.16394999623298645,0.14894999563694,0.1358499974012375,0.13529999554157257,0.14550000429153442,0.17710000276565552,0.19085000455379486,0.18504999577999115,0.19949999451637268,0.06615000218153,0.00139999995008111,0.18330000340938568,0.14855000376701355
CC_PN1,33.843424,-118.206119,17.9,10.9,53.0,33.17,28.3,7.8,20.5,14.3,21.7,22.4,13.9,322.0,72.0,0.0,98.0,195.0,3.0,8.0,188.0,Southern California/Northern Baja Coast,289.0,7.7,0.4,37.0,31.0,14.9,13.82365608215332,1.2435160276223307,167.79109823406958,0.8838689923286438,0.17403315007686615,0.1612135046202049,0.9598263922818884,0.26751479506492615,24.0,75.0,4.0,0.16394999623298645,0.14894999563694,0.1358499974012375,0.13529999554157257,0.14550000429153442,0.17710000276565552,0.19085000455379486,0.18504999577999115,0.19949999451637268,0.06615000218153,0.00139999995008111,0.18330000340938568,0.14855000376701355
CC_PN2,33.842882,-118.205485,17.9,10.9,53.0,33.17,28.3,7.8,20.5,14.3,21.7,22.4,13.9,322.0,72.0,0.0,98.0,195.0,3.0,8.0,188.0,Southern California/Northern Baja Coast,289.0,7.7,0.2,38.0,32.0,15.4,13.169600486755371,1.8280709282140355,106.53153884374001,0.8838689923286438,0.17403315007686615,0.17894720329315858,0.9574751531364137,0.26751479506492615,22.0,48.0,7.0,0.15929999947547913,0.15039999783039093,0.13930000364780426,0.14425000548362732,0.1551000028848648,0.18614999949932098,0.20409999787807465,0.20149999856948853,0.21295000612735748,0.06679999828338623,0.00139999995008111,0.2092999964952469,0.16850000619888306
